ID_BLOQUEO|ID_PRODUCTO|ID_CUSTOMER|ID_TIPO_BLOQUEO|DESC_TIPO_BLOQUEO|ESTADO_BLOQUEO|MONTO_BLOQUEO|FECHA_INICIO|FECHA_FIN|ID_PRODUCTO_GARANTIZADO
ACLK2528071725|9791516|1612520|OPOSICION|Oposición|ACTIVO|200000.00|20251007||
ACLK2528071875|9822170|1266307|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|15000.00|20251007||
ACLK2529405660|9715867|507078|OBSERVADO|Observado|ACTIVO|150000.00|20251021||
ACLK2528041596|9807912|37440|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|9700000.00|20251007||
ACLK2528042458|9796551|1770589|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|50000.00|20251007||
ACLK2528042822|9838768|1240462|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528043637|9839017|892884|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|400000.00|20251007||AA25157S2X16
ACLK2528043716|9839181|1554478|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528044018|9830544|828542|FALLECIDO|Fallecido|ACTIVO|3201200.01|20251007||
ACLK2528054055|9841185|1297338|FALLECIDO|Fallecido|ACTIVO|134000.00|20251007||
ACLK2528000236|9732206|1721650|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|900000.00|20251007||AA25198KTJ2Z
ACLK2528000240|9811350|14468|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|84712.88|20251007||
ACLK2528071852|9764311|315854|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|25000.00|20251007||
ACLK2528040996|9814752|1058474|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|80000.00|20251007||
ACLK2528041007|9823331|597816|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528041904|9732949|1745704|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|70000.00|20251007||
ACLK2528042763|9740082|116892|FALLECIDO|Fallecido|ACTIVO|1500000.00|20251007||
ACLK2528043287|9839097|892114|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528054149|9850774|1239752|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|15000.00|20251007||
ACLK2528054810|9845446|974660|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528076373|9731553|674483|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528076598|9757160|1431265|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|25000.00|20251007||
ACLK2528040937|9772437|1147538|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|33000.00|20251007||
ACLK2528040978|9796529|1512926|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|150000.00|20251007||AA24302HBQ80
ACLK2528041082|9798563|1692616|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528041267|9843066|562484|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528042203|9803062|1335316|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12500.00|20251007||
ACLK2528042758|9826641|200752|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|150000.00|20251007||AA242015BJC4
ACLK2528043050|9844018|33573|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|100000.00|20251007||
ACLK2528043317|9860427|249112]258446|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|200000.00|20251007||AA25155G0GMV
ACLK2528043655|9847915|5134|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|1023949.98|20251007||
ACLK2528043940|9771738|1859306|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|1000000.00|20251007||AA25196T09L0
ACLK2528053787|9819157|1607701|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|1600000.00|20251007||AA24110172SN
ACLK2528076439|9767081|660980|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528078775|9758866|787062]655531|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|1000000.00|20251007||AA2320248Q7L
ACLK2528080411|9857617|1193509|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528052313|9797972|1905946|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528060215|9804947|1946578|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528060463|9773220|2054058|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|525000.00|20251007||AA25013LBGPW
ACLK2528000193|9831790|143814|OBSERVADO|Observado|ACTIVO|15000.00|20251007||
ACLK2528000305|9792127|227696|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|50000.00|20251007||
ACLK2528000527|9816718|1587349|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|25000.00|20251007||
ACLK2528071717|9710289|2119286|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12500.00|20251007||
ACLK2528071856|9843208|1387772|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|15000.00|20251007||
ACLK2528040670|9819220|33573|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|100000.00|20251007||
ACLK2528040702|9811209|1423085|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|25000.00|20251007||
ACLK2528041738|9792199|856790|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528043252|9755389|1378814|OPOSICION|Oposición|ACTIVO|20003.03|20251007||
ACLK2528044005|9863090|1351669|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|100000.00|20251007||AA25080T5BT1
ACLK2528053909|9847665|952282|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|25000.00|20251007||
ACLK2528076080|9827646|1171597|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528076267|9816321|769521|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|14000.00|20251007||
ACLK2528076695|9820182|1134372|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528076727|9728924|1090648|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|25000.00|20251007||
ACLK2528078889|9793924|1463400|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|12000.00|20251007||
ACLK2528052362|9805337|2144334|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528060292|9805944|546124|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|11500.00|20251007||
ACLK2528060416|9816126|2147672|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|150000.00|20251007||
ACLK2528000120|9754868|2005157|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12500.00|20251007||
ACLK2528000204|9833984|1594002|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|11500.00|20251007||
ACLK2528000509|9748144|1805807|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|10000000.00|20251007||AA25049WX04R
ACLK2528000525|9808962|1352231|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|9510.69|20251007||AA250170CDB5
ACLK2528071109|9785446|353742]1171017|EMBARGO.PARCIAL|Embargado Retentivo Parcial|ACTIVO|100000.00|20251007||
ACLK2528075262|9763237|1160912|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528850373|9729759|1164868]1411959|EMBARGO.PARCIAL|Embargado Retentivo Parcial|ACTIVO|5000.00|20251015||
ACLK2529743904|9837809|1038089|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|500000.00|20251024||AA25238VWX42
ACLK2528041286|9767894|129917|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|24000.00|20251007||
ACLK2528041410|9832268|885760|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|93000.00|20251007||
ACLK2528053300|9757488|1561022|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528054311|9746423|701026|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|400000.00|20251007||
ACLK2528075911|9801215|656771]1645837|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|306196.70|20251007||
ACLK2528076280|9801911|1050385|FALLECIDO|Fallecido|ACTIVO|12000.00|20251007||
ACLK2528060135|9744613|1072633|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|36000.00|20251007||
ACLK2528000200|9831455|368768|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|2000000.00|20251007||AA250297SZH4
ACLK2528000256|9792271|1132937]1587419|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|3500000.00|20251007||
ACLK2528000309|9793695|1226365|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528000503|9739435|579208|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|56000.00|20251007||
ACLK2528040367|9802491|491903|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528040613|9768828|287157|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|20000.00|20251007||
ACLK2528041344|9853552|5533|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|141850.00|20251007||
ACLK2528041574|9862239|264285|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|28000.00|20251007||
ACLK2528041804|9800058|626073]901527|FALLECIDO|Fallecido|ACTIVO|10000.00|20251007||
ACLK2528042326|9813649|460098|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528076229|9756143|618524|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528080482|9855512|1488983|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|20000.00|20251007||
ACLK2528080485|9797379|271803|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528000181|9771592|1795081|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|22724.21|20251007||
ACLK2528071015|9853052|328748]150424|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|11000000.00|20251007||AA24221N0KW1
ACLK2528040410|9802701|29524|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|2043014.23|20251007||
ACLK2528040602|9827956|1246620|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|10000.00|20251007||
ACLK2528040766|9793520|280155|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|37000000.00|20251007||AA25197JPDNM
ACLK2528040943|9861016|848184|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|40000.00|20251007||
ACLK2528041389|9789386|842452]1327227|FALLECIDO|Fallecido|ACTIVO|1282500.00|20251007||
ACLK2528041760|9790049|453116]520921|OBSERVADO|Observado|ACTIVO|217000.00|20251007||
ACLK2528042102|9817316|232587|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|2000000.00|20251007||AA24201PTNSB
ACLK2528042793|9821600|2081802|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528043151|9729262|908646|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|650000.00|20251007||AA250245ZXJH
ACLK2528053952|9788117|1158855]1208125|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|7435378.09|20251007||
ACLK2528075969|9848657|1466602|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528052710|9825665|404708|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|400000.00|20251007||AA251551443W
ACLK2528052745|9788894|1415130|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12000.00|20251007||
ACLK2528052809|9720718|1618535|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|250000.00|20251007||AA2515798JZB
ACLK2528000221|9823911|604733|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528000559|9734308|1019426]1371981|FALLECIDO|Fallecido|ACTIVO|230000.00|20251007||
ACLK2528000571|9855854|777583|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528855804|9709888|927455|EMBARGO.PARCIAL|Embargado Retentivo Parcial|ACTIVO|3000.00|20251015||
ACLK2528043034|9796036|2152056|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|300000.00|20251007||AA252051MRJ6
ACLK2528043067|9818844|837330|FALLECIDO|Fallecido|ACTIVO|5000000.00|20251007||
ACLK2528043509|9802883|1696043|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528053285|9728465|1527023|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|160000.00|20251007||AA242360JH5N
ACLK2528054725|9819443|1152902|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12500.00|20251007||
ACLK2528076557|9856442|926191|FALLECIDO|Fallecido|ACTIVO|84000.00|20251007||
ACLK2528079070|9839659|2090725|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528079099|9852198|1316388|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|14000.00|20251007||
ACLK2528071807|9805679|244717|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2529677503|9863244|446629|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20700.00|20251023||
ACLK2528041385|9839735|5942|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|105000.00|20251007||
ACLK2528042742|9863314|160234|FALLECIDO|Fallecido|ACTIVO|20000.00|20251007||
ACLK2528043049|9853654|1164946|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528043408|9811348|900447|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|298925.96|20251007||
ACLK2528044029|9844336|730759|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|15000000.00|20251007||
ACLK2528053335|9748960|5942|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|164380.76|20251007||
ACLK2528053900|9749751|1340125|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528075835|9730369|1701579]577193|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|36446.59|20251007||
ACLK2528076701|9756998|1665593|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528078948|9791469|172739|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|15000.00|20251007||
ACLK2528079104|9845825|1833796|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528080307|9800459|1969436]1970476|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|70000.00|20251007||AA2511558LMF
ACLK2528052435|9857759|647015|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|14000.00|20251007||
ACLK2528052501|9756704|359237|FALLECIDO|Fallecido|ACTIVO|250000.00|20251007||
ACLK2528000284|9795076|1498147|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12994.00|20251007||
ACLK2528071642|9819672|10394|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|504544.28|20251007||
ACLK2528071692|9845377|2222432|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|30000.00|20251007||
ACLK2528040773|9812852|1844849|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|8000000.00|20251007||AA25142NRNFS
ACLK2528041072|9776170|608564|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|110000.00|20251007||
ACLK2528043380|9843519|378574|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|85000.00|20251007||
ACLK2528054540|9787004|177556|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528079097|9842065|345307|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528052446|9854429|1346239|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|1177000.00|20251007||
ACLK2528052610|9798296|2050799|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|12500.00|20251007||
ACLK2528060207|9843041|1687480|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528000409|9820628|1377330|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528000476|9805177|2375689|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|100000.00|20251007||
ACLK2528071381|9791110|1991090]1991071|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|6000000.00|20251007||AA25274ZLM3N
ACLK2528041648|9844804|575880|FALLECIDO|Fallecido|ACTIVO|1537.85|20251007||
ACLK2528041660|9802257|1990511|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|1000000.00|20251007||AA25157F80K2
ACLK2528041866|9804612|1553070|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|3000000.00|20251007||AA25008T9CKK
ACLK2528042220|9835996|22899|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|19000000.00|20251007||
ACLK2528054072|9804299|800071]480435|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|41434.66|20251007||
ACLK2528054194|9828313|1127527|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|1000000.00|20251007||AA25051GG70N
ACLK2528054420|9798666|1243162|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|630000.00|20251007||AA25157HD804
ACLK2528076210|9730855|1795081|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|10618.61|20251007||
ACLK2528076480|9758635|105564|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528060136|9739576|2087473|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528000099|9812187|2232483|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|38000.00|20251007||
ACLK2528000392|9753017|274005|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|100000.00|20251007||
ACLK2528041481|9823275|1054805|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|35000.00|20251007||
ACLK2528041744|9735632|453879]262149|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|1000000.00|20251007||AA23314P3F7L
ACLK2528041899|9845110|858980]154643|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|450000.00|20251007||
ACLK2528043806|9734092|951635|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|2300000.00|20251007||AA241106P5KL
ACLK2528053700|9808448|67587|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|500000.00|20251007||
ACLK2528075771|9755966|1402268]604780|FALLECIDO|Fallecido|ACTIVO|168022.74|20251007||
ACLK2528080311|9815506|180808|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528080330|9816185|479768]661754|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|1100000.00|20251007||AA23314N2ZJ3
ACLK2528060309|9830197|694735]295269|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|100000.00|20251007||
ACLK2528060495|9826345|1577787|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528000093|9811762|1796391|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|25000.00|20251007||AA25094YC9WB
ACLK2528000188|9788788|1840991|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|25000.00|20251007||
ACLK2528000342|9781173|19879|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|230810.26|20251007||
ACLK2528040562|9857312|1506378|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528863022|9852119|1390843|GARANTIA.OTRAS.EIF|Gtia notificacion desde otra EIF|ACTIVO|999995.00|20251015||
ACLK2528041829|9765330|1761280|FALLECIDO|Fallecido|ACTIVO|60153.62|20251007||
ACLK2528043000|9843160|749928]999002|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|3000000.00|20251007||
ACLK2528043657|9855773|1049868|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|20000.00|20251007||
ACLK2528054094|9854561|1927119|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528054817|9811443|1512424|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|13000.00|20251007||
ACLK2528075816|9806780|1982361|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|10000.00|20251007||
ACLK2528076587|9808859|1482768]1701991|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|3000000.00|20251007||AA24110VRRSR
ACLK2528076758|9802767|1156403|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|25000.00|20251007||
ACLK2528080444|9808566|885867|FALLECIDO|Fallecido|ACTIVO|2300000.00|20251007||
ACLK2528052353|9853065|427015|FALLECIDO|Fallecido|ACTIVO|600000.00|20251007||
ACLK2528053147|9790607|424977]521948|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|8039100.02|20251007||AA242224PCVZ
ACLK2528071045|9836013|742249]1788483|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|1200000.00|20251007||
ACLK2528041462|9739421|1128865|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|45000.00|20251007||
ACLK2528041468|9822425|561159|OBSERVADO|Observado|ACTIVO|250000.00|20251007||
ACLK2528041886|9789745|1517110|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|70000.00|20251007||
ACLK2528042872|9837907|1766429]725811|FALLECIDO|Fallecido|ACTIVO|2000000.00|20251007||
ACLK2528043570|9796420|271932|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|70000.00|20251007||
ACLK2528053515|9796738|1106517|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|50000.00|20251007||
ACLK2528054386|9845198|378838|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|4000000.00|20251007||
ACLK2528054564|9820633|153523|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|18000000.00|20251007||
ACLK2528054672|9821834|159463|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528054809|9803634|6558|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|1071.91|20251007||
ACLK2528076686|9836653|1120962]1269103|OPOSICION|Oposición|ACTIVO|1000000.00|20251007||
ACLK2528079260|9799645|1395650|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528052338|9791733|26799|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|905608.04|20251007||
ACLK2528052344|9815131|966886|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|17593.28|20251007||
ACLK2528052440|9842306|1367521|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528000575|9820108|412794|FALLECIDO|Fallecido|ACTIVO|1025000.00|20251007||
ACLK2529427000|9603234|1262702|EMBARGO.TOTAL|Embargado Retentivo Total|ACTIVO|835000.00|20251021||
ACLK2528041935|9804358|1058174|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528042950|9781381|1501334|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528043434|9789246|2237732|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528053743|9736354|1362147|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|100000.00|20251007||AA25071WMMRP
ACLK2528075951|9836247|1671265|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528052408|9860073|25590|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|2000000.00|20251007||
ACLK2528052623|9812330|1257255|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|1000000.00|20251007||AA25157C8GS9
ACLK2528052736|9788783|35686|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|360000.00|20251007||
ACLK2528060212|9861764|1302170|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|15000.00|20251007||
ACLK2528000334|9792450|610724|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528000518|9837781|703075|GARANTIA.PR|Garantia Mobiliria Prestamo|ACTIVO|110000.00|20251007||AA242012LY11
ACLK2528071130|9822885|272490|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|20000.00|20251007||
ACLK2528042000|9799019|951055|FALLECIDO|Fallecido|ACTIVO|3000000.00|20251007||
ACLK2528043249|9836056|1287403|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|10000.00|20251007||
ACLK2528053356|9843469|1134320|GARANTIA.TC|Garantia Mobiliria Tarjeta Credito|ACTIVO|21720.00|20251007||
ACLK2528053840|9789859|375639|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|500000.00|20251007||
ACLK2528075953|9810447|8723|GARANTIA.OTROS.PRODUCTOS|Gtia pignorado a otros producto BHD|ACTIVO|100000.00|20251007||
